WAVELENGTH  FLUX_DISK    FLUX_WD    FLUX_SEC       FLUX
 2465.2365 3.8644e-12 1.5195e-13  3.7202e-12 7.7365e-12
 2466.2816 3.8608e-12 1.5177e-13  3.7215e-12 7.7341e-12
 2467.3267 3.8572e-12 1.5160e-13  3.7229e-12 7.7317e-12
 2468.3718 3.8536e-12 1.5142e-13  3.7242e-12 7.7292e-12
 2469.4169 3.8500e-12 1.5125e-13  3.7255e-12 7.7268e-12
 2470.4620 3.8465e-12 1.5107e-13  3.7269e-12 7.7244e-12
 2471.5072 3.8429e-12 1.5090e-13  3.7282e-12 7.7220e-12
 2472.5523 3.8393e-12 1.5073e-13  3.7295e-12 7.7196e-12
 2473.5974 3.8358e-12 1.5055e-13  3.7308e-12 7.7172e-12
 2474.6425 3.8322e-12 1.5038e-13  3.7321e-12 7.7147e-12
 2475.6876 3.8287e-12 1.5020e-13  3.7334e-12 7.7123e-12
 2476.7327 3.8251e-12 1.5003e-13  3.7348e-12 7.7099e-12
 2477.7778 3.8216e-12 1.4986e-13  3.7361e-12 7.7075e-12
 2478.8229 3.8181e-12 1.4968e-13  3.7374e-12 7.7051e-12
 2479.8680 3.8145e-12 1.4951e-13  3.7386e-12 7.7027e-12
 2480.9131 3.8110e-12 1.4934e-13  3.7399e-12 7.7003e-12
 2481.9582 3.8075e-12 1.4917e-13  3.7412e-12 7.6979e-12
 2483.0033 3.8039e-12 1.4899e-13  3.7425e-12 7.6954e-12
 2484.0484 3.8004e-12 1.4882e-13  3.7438e-12 7.6930e-12
 2485.0935 3.7969e-12 1.4865e-13  3.7451e-12 7.6906e-12
 2486.1386 3.7934e-12 1.4848e-13  3.7463e-12 7.6882e-12
 2487.1837 3.7899e-12 1.4831e-13  3.7476e-12 7.6858e-12
 2488.2288 3.7864e-12 1.4814e-13  3.7489e-12 7.6834e-12
 2489.2739 3.7829e-12 1.4797e-13  3.7501e-12 7.6810e-12
 2490.3190 3.7794e-12 1.4780e-13  3.7514e-12 7.6786e-12
 2491.3641 3.7759e-12 1.4763e-13  3.7526e-12 7.6762e-12
 2492.4092 3.7724e-12 1.4746e-13  3.7539e-12 7.6737e-12
 2493.4543 3.7689e-12 1.4729e-13  3.7551e-12 7.6713e-12
 2494.4994 3.7655e-12 1.4712e-13  3.7563e-12 7.6689e-12
 2495.5446 3.7620e-12 1.4695e-13  3.7576e-12 7.6665e-12
 2496.5897 3.7585e-12 1.4678e-13  3.7588e-12 7.6641e-12
 2497.6348 3.7550e-12 1.4661e-13  3.7600e-12 7.6617e-12
 2498.6799 3.7516e-12 1.4644e-13  3.7613e-12 7.6593e-12
 2499.7250 3.7481e-12 1.4627e-13  3.7625e-12 7.6569e-12
 2500.7701 3.7447e-12 1.4611e-13  3.7637e-12 7.6545e-12
 2501.8152 3.7412e-12 1.4594e-13  3.7649e-12 7.6521e-12
 2502.8603 3.7378e-12 1.4577e-13  3.7661e-12 7.6497e-12
 2503.9054 3.7343e-12 1.4560e-13  3.7673e-12 7.6473e-12
 2504.9505 3.7309e-12 1.4543e-13  3.7685e-12 7.6448e-12
 2505.9956 3.7274e-12 1.4527e-13  3.7697e-12 7.6424e-12
 2507.0407 3.7240e-12 1.4510e-13  3.7709e-12 7.6400e-12
 2508.0858 3.7206e-12 1.4493e-13  3.7721e-12 7.6376e-12
 2509.1309 3.7172e-12 1.4477e-13  3.7733e-12 7.6352e-12
 2510.1760 3.7137e-12 1.4460e-13  3.7745e-12 7.6328e-12
 2511.2211 3.7103e-12 1.4444e-13  3.7756e-12 7.6304e-12
 2512.2662 3.7069e-12 1.4427e-13  3.7768e-12 7.6280e-12
 2513.3113 3.7035e-12 1.4411e-13  3.7780e-12 7.6256e-12
 2514.3564 3.7001e-12 1.4394e-13  3.7792e-12 7.6232e-12
 2515.4015 3.6967e-12 1.4377e-13  3.7803e-12 7.6208e-12
 2516.4466 3.6933e-12 1.4361e-13  3.7815e-12 7.6184e-12
 2517.4917 3.6899e-12 1.4345e-13  3.7826e-12 7.6160e-12
 2518.5369 3.6865e-12 1.4328e-13  3.7838e-12 7.6136e-12
 2519.5820 3.6831e-12 1.4312e-13  3.7849e-12 7.6112e-12
 2520.6271 3.6797e-12 1.4295e-13  3.7861e-12 7.6088e-12
 2521.6722 3.6764e-12 1.4279e-13  3.7872e-12 7.6064e-12
 2522.7173 3.6730e-12 1.4263e-13  3.7884e-12 7.6040e-12
 2523.7624 3.6696e-12 1.4246e-13  3.7895e-12 7.6016e-12
 2524.8075 3.6662e-12 1.4230e-13  3.7906e-12 7.5992e-12
 2525.8526 3.6629e-12 1.4214e-13  3.7917e-12 7.5968e-12
 2526.8977 3.6595e-12 1.4197e-13  3.7929e-12 7.5943e-12
 2527.9428 3.6562e-12 1.4181e-13  3.7940e-12 7.5919e-12
 2528.9879 3.6528e-12 1.4165e-13  3.7951e-12 7.5895e-12
 2530.0330 3.6495e-12 1.4149e-13  3.7962e-12 7.5871e-12
 2531.0781 3.6461e-12 1.4133e-13  3.7973e-12 7.5847e-12
 2532.1232 3.6428e-12 1.4116e-13  3.7984e-12 7.5823e-12
 2533.1683 3.6394e-12 1.4100e-13  3.7995e-12 7.5799e-12
 2534.2134 3.6361e-12 1.4084e-13  3.8006e-12 7.5775e-12
 2535.2585 3.6328e-12 1.4068e-13  3.8017e-12 7.5751e-12
 2536.3036 3.6294e-12 1.4052e-13  3.8028e-12 7.5727e-12
 2537.3487 3.6261e-12 1.4036e-13  3.8039e-12 7.5703e-12
 2538.3938 3.6228e-12 1.4020e-13  3.8049e-12 7.5679e-12
 2539.4389 3.6195e-12 1.4004e-13  3.8060e-12 7.5655e-12
 2540.4840 3.6162e-12 1.3988e-13  3.8071e-12 7.5631e-12
 2541.5292 3.6128e-12 1.3972e-13  3.8082e-12 7.5607e-12
 2542.5743 3.6095e-12 1.3956e-13  3.8092e-12 7.5583e-12
 2543.6194 3.6062e-12 1.3940e-13  3.8103e-12 7.5559e-12
 2544.6645 3.6029e-12 1.3924e-13  3.8113e-12 7.5535e-12
 2545.7096 3.5996e-12 1.3908e-13  3.8124e-12 7.5511e-12
 2546.7547 3.5964e-12 1.3893e-13  3.8134e-12 7.5487e-12
 2547.7998 3.5931e-12 1.3877e-13  3.8145e-12 7.5463e-12
 2548.8449 3.5898e-12 1.3861e-13  3.8155e-12 7.5439e-12
 2549.8900 3.5865e-12 1.3845e-13  3.8166e-12 7.5415e-12
 2550.9351 3.5832e-12 1.3829e-13  3.8176e-12 7.5391e-12
 2551.9802 3.5800e-12 1.3814e-13  3.8186e-12 7.5367e-12
 2553.0253 3.5767e-12 1.3798e-13  3.8197e-12 7.5343e-12
 2554.0704 3.5734e-12 1.3782e-13  3.8207e-12 7.5319e-12
 2555.1155 3.5702e-12 1.3766e-13  3.8217e-12 7.5295e-12
 2556.1606 3.5669e-12 1.3751e-13  3.8227e-12 7.5271e-12
 2557.2057 3.5636e-12 1.3735e-13  3.8237e-12 7.5247e-12
 2558.2508 3.5604e-12 1.3720e-13  3.8247e-12 7.5223e-12
 2559.2959 3.5571e-12 1.3704e-13  3.8258e-12 7.5199e-12
 2560.3410 3.5539e-12 1.3688e-13  3.8268e-12 7.5175e-12
 2561.3861 3.5507e-12 1.3673e-13  3.8278e-12 7.5151e-12
 2562.4312 3.5474e-12 1.3657e-13  3.8287e-12 7.5127e-12
 2563.4763 3.5442e-12 1.3642e-13  3.8297e-12 7.5103e-12
 2564.5215 3.5410e-12 1.3626e-13  3.8307e-12 7.5079e-12
 2565.5666 3.5377e-12 1.3611e-13  3.8317e-12 7.5055e-12
 2566.6117 3.5345e-12 1.3595e-13  3.8327e-12 7.5031e-12
 2567.6568 3.5313e-12 1.3580e-13  3.8337e-12 7.5007e-12
 2568.7019 3.5281e-12 1.3564e-13  3.8346e-12 7.4983e-12
 2569.7470 3.5249e-12 1.3549e-13  3.8356e-12 7.4960e-12
 2570.7921 3.5216e-12 1.3534e-13  3.8366e-12 7.4936e-12
 2571.8372 3.5184e-12 1.3518e-13  3.8375e-12 7.4912e-12
 2572.8823 3.5152e-12 1.3503e-13  3.8385e-12 7.4888e-12
 2573.9274 3.5120e-12 1.3488e-13  3.8394e-12 7.4864e-12
 2574.9725 3.5088e-12 1.3472e-13  3.8404e-12 7.4840e-12
 2576.0176 3.5057e-12 1.3457e-13  3.8413e-12 7.4816e-12
 2577.0627 3.5025e-12 1.3442e-13  3.8423e-12 7.4792e-12
 2578.1078 3.4993e-12 1.3427e-13  3.8432e-12 7.4768e-12
 2579.1529 3.4961e-12 1.3411e-13  3.8442e-12 7.4744e-12
 2580.1980 3.4929e-12 1.3396e-13  3.8451e-12 7.4720e-12
 2581.2431 3.4897e-12 1.3381e-13  3.8460e-12 7.4696e-12
 2582.2882 3.4866e-12 1.3366e-13  3.8469e-12 7.4672e-12
 2583.3333 3.4834e-12 1.3351e-13  3.8479e-12 7.4648e-12
 2584.3784 3.4802e-12 1.3336e-13  3.8488e-12 7.4624e-12
 2585.4235 3.4771e-12 1.3321e-13  3.8497e-12 7.4600e-12
 2586.4686 3.4739e-12 1.3305e-13  3.8506e-12 7.4576e-12
 2587.5138 3.4708e-12 1.3290e-13  3.8515e-12 7.4552e-12
 2588.5589 3.4676e-12 1.3275e-13  3.8524e-12 7.4528e-12
 2589.6040 3.4645e-12 1.3260e-13  3.8533e-12 7.4504e-12
 2590.6491 3.4613e-12 1.3245e-13  3.8542e-12 7.4480e-12
 2591.6942 3.4582e-12 1.3230e-13  3.8551e-12 7.4456e-12
 2592.7393 3.4551e-12 1.3215e-13  3.8560e-12 7.4432e-12
 2593.7844 3.4519e-12 1.3201e-13  3.8569e-12 7.4408e-12
 2594.8295 3.4488e-12 1.3186e-13  3.8578e-12 7.4384e-12
 2595.8746 3.4457e-12 1.3171e-13  3.8587e-12 7.4360e-12
 2596.9197 3.4425e-12 1.3156e-13  3.8595e-12 7.4336e-12
 2597.9648 3.4394e-12 1.3141e-13  3.8604e-12 7.4312e-12
 2599.0099 3.4363e-12 1.3126e-13  3.8613e-12 7.4288e-12
 2600.0550 3.4332e-12 1.3111e-13  3.8621e-12 7.4264e-12
 2601.1001 3.4301e-12 1.3097e-13  3.8630e-12 7.4241e-12
 2602.1452 3.4270e-12 1.3082e-13  3.8639e-12 7.4217e-12
 2603.1903 3.4239e-12 1.3067e-13  3.8647e-12 7.4193e-12
 2604.2354 3.4208e-12 1.3052e-13  3.8656e-12 7.4169e-12
 2605.2805 3.4177e-12 1.3038e-13  3.8664e-12 7.4145e-12
 2606.3256 3.4146e-12 1.3023e-13  3.8672e-12 7.4121e-12
 2607.3707 3.4115e-12 1.3008e-13  3.8681e-12 7.4097e-12
 2608.4158 3.4084e-12 1.2994e-13  3.8689e-12 7.4073e-12
 2609.4609 3.4053e-12 1.2979e-13  3.8698e-12 7.4049e-12
 2610.5061 3.4023e-12 1.2964e-13  3.8706e-12 7.4025e-12
 2611.5512 3.3992e-12 1.2950e-13  3.8714e-12 7.4001e-12
 2612.5963 3.3961e-12 1.2935e-13  3.8722e-12 7.3977e-12
 2613.6414 3.3930e-12 1.2921e-13  3.8731e-12 7.3953e-12
 2614.6865 3.3900e-12 1.2906e-13  3.8739e-12 7.3929e-12
 2615.7316 3.3869e-12 1.2892e-13  3.8747e-12 7.3905e-12
 2616.7767 3.3839e-12 1.2877e-13  3.8755e-12 7.3881e-12
 2617.8218 3.3808e-12 1.2863e-13  3.8763e-12 7.3857e-12
 2618.8669 3.3778e-12 1.2848e-13  3.8771e-12 7.3833e-12
 2619.9120 3.3747e-12 1.2834e-13  3.8779e-12 7.3809e-12
 2620.9571 3.3717e-12 1.2819e-13  3.8787e-12 7.3785e-12
 2622.0022 3.3686e-12 1.2805e-13  3.8795e-12 7.3761e-12
 2623.0473 3.3656e-12 1.2790e-13  3.8803e-12 7.3737e-12
 2624.0924 3.3625e-12 1.2776e-13  3.8810e-12 7.3713e-12
 2625.1375 3.3595e-12 1.2762e-13  3.8818e-12 7.3690e-12
 2626.1826 3.3565e-12 1.2747e-13  3.8826e-12 7.3666e-12
 2627.2277 3.3535e-12 1.2733e-13  3.8834e-12 7.3642e-12
 2628.2728 3.3504e-12 1.2719e-13  3.8841e-12 7.3618e-12
 2629.3179 3.3474e-12 1.2704e-13  3.8849e-12 7.3594e-12
 2630.3630 3.3444e-12 1.2690e-13  3.8857e-12 7.3570e-12
 2631.4081 3.3414e-12 1.2676e-13  3.8864e-12 7.3546e-12
 2632.4532 3.3384e-12 1.2662e-13  3.8872e-12 7.3522e-12
 2633.4983 3.3354e-12 1.2648e-13  3.8879e-12 7.3498e-12
 2634.5435 3.3324e-12 1.2633e-13  3.8887e-12 7.3474e-12
 2635.5886 3.3294e-12 1.2619e-13  3.8894e-12 7.3450e-12
 2636.6337 3.3264e-12 1.2605e-13  3.8902e-12 7.3426e-12
 2637.6788 3.3234e-12 1.2591e-13  3.8909e-12 7.3402e-12
 2638.7239 3.3204e-12 1.2577e-13  3.8917e-12 7.3378e-12
 2639.7690 3.3174e-12 1.2563e-13  3.8924e-12 7.3354e-12
 2640.8141 3.3144e-12 1.2549e-13  3.8931e-12 7.3330e-12
 2641.8592 3.3114e-12 1.2535e-13  3.8938e-12 7.3306e-12
 2642.9043 3.3085e-12 1.2521e-13  3.8946e-12 7.3282e-12
 2643.9494 3.3055e-12 1.2507e-13  3.8953e-12 7.3258e-12
 2644.9945 3.3025e-12 1.2493e-13  3.8960e-12 7.3234e-12
 2646.0396 3.2995e-12 1.2479e-13  3.8967e-12 7.3210e-12
 2647.0847 3.2966e-12 1.2465e-13  3.8974e-12 7.3187e-12
 2648.1298 3.2936e-12 1.2451e-13  3.8981e-12 7.3163e-12
 2649.1749 3.2907e-12 1.2437e-13  3.8988e-12 7.3139e-12
 2650.2200 3.2877e-12 1.2423e-13  3.8995e-12 7.3115e-12
 2651.2651 3.2848e-12 1.2409e-13  3.9002e-12 7.3091e-12
 2652.3102 3.2818e-12 1.2395e-13  3.9009e-12 7.3067e-12
 2653.3553 3.2789e-12 1.2381e-13  3.9016e-12 7.3043e-12
 2654.4004 3.2759e-12 1.2367e-13  3.9023e-12 7.3019e-12
 2655.4455 3.2730e-12 1.2354e-13  3.9030e-12 7.2995e-12
 2656.4906 3.2700e-12 1.2340e-13  3.9036e-12 7.2971e-12
 2657.5358 3.2671e-12 1.2326e-13  3.9043e-12 7.2947e-12
 2658.5809 3.2642e-12 1.2312e-13  3.9050e-12 7.2923e-12
 2659.6260 3.2613e-12 1.2299e-13  3.9057e-12 7.2899e-12
 2660.6711 3.2583e-12 1.2285e-13  3.9063e-12 7.2875e-12
 2661.7162 3.2554e-12 1.2271e-13  3.9070e-12 7.2851e-12
 2662.7613 3.2525e-12 1.2257e-13  3.9076e-12 7.2827e-12
 2663.8064 3.2496e-12 1.2244e-13  3.9083e-12 7.2803e-12
 2664.8515 3.2467e-12 1.2230e-13  3.9090e-12 7.2779e-12
 2665.8966 3.2438e-12 1.2217e-13  3.9096e-12 7.2755e-12
 2666.9417 3.2409e-12 1.2203e-13  3.9102e-12 7.2731e-12
 2667.9868 3.2380e-12 1.2189e-13  3.9109e-12 7.2707e-12
 2669.0319 3.2351e-12 1.2176e-13  3.9115e-12 7.2683e-12
 2670.0770 3.2322e-12 1.2162e-13  3.9122e-12 7.2660e-12
 2671.1221 3.2293e-12 1.2149e-13  3.9128e-12 7.2636e-12
 2672.1672 3.2264e-12 1.2135e-13  3.9134e-12 7.2612e-12
 2673.2123 3.2235e-12 1.2122e-13  3.9140e-12 7.2588e-12
 2674.2574 3.2206e-12 1.2108e-13  3.9147e-12 7.2564e-12
 2675.3025 3.2177e-12 1.2095e-13  3.9153e-12 7.2540e-12
 2676.3476 3.2149e-12 1.2081e-13  3.9159e-12 7.2516e-12
 2677.3927 3.2120e-12 1.2068e-13  3.9165e-12 7.2492e-12
 2678.4378 3.2091e-12 1.2054e-13  3.9171e-12 7.2468e-12
 2679.4829 3.2063e-12 1.2041e-13  3.9177e-12 7.2444e-12
 2680.5281 3.2034e-12 1.2028e-13  3.9183e-12 7.2420e-12
 2681.5732 3.2005e-12 1.2014e-13  3.9189e-12 7.2396e-12
 2682.6183 3.1977e-12 1.2001e-13  3.9195e-12 7.2372e-12
 2683.6634 3.1948e-12 1.1988e-13  3.9201e-12 7.2348e-12
 2684.7085 3.1920e-12 1.1974e-13  3.9207e-12 7.2324e-12
 2685.7536 3.1891e-12 1.1961e-13  3.9213e-12 7.2300e-12
 2686.7987 3.1863e-12 1.1948e-13  3.9219e-12 7.2276e-12
 2687.8438 3.1834e-12 1.1934e-13  3.9224e-12 7.2252e-12
 2688.8889 3.1806e-12 1.1921e-13  3.9230e-12 7.2228e-12
 2689.9340 3.1778e-12 1.1908e-13  3.9236e-12 7.2204e-12
 2690.9791 3.1749e-12 1.1895e-13  3.9242e-12 7.2180e-12
 2692.0242 3.1721e-12 1.1882e-13  3.9247e-12 7.2156e-12
 2693.0693 3.1693e-12 1.1868e-13  3.9253e-12 7.2132e-12
 2694.1144 3.1664e-12 1.1855e-13  3.9259e-12 7.2108e-12
 2695.1595 3.1636e-12 1.1842e-13  3.9264e-12 7.2084e-12
 2696.2046 3.1608e-12 1.1829e-13  3.9270e-12 7.2060e-12
 2697.2497 3.1580e-12 1.1816e-13  3.9275e-12 7.2037e-12
 2698.2948 3.1552e-12 1.1803e-13  3.9281e-12 7.2013e-12
 2699.3399 3.1524e-12 1.1790e-13  3.9286e-12 7.1989e-12
 2700.3850 3.1496e-12 1.1777e-13  3.9291e-12 7.1965e-12
 2701.4301 3.1467e-12 1.1764e-13  3.9297e-12 7.1941e-12
 2702.4752 3.1439e-12 1.1751e-13  3.9302e-12 7.1917e-12
 2703.5204 3.1412e-12 1.1738e-13  3.9307e-12 7.1893e-12
 2704.5655 3.1384e-12 1.1725e-13  3.9313e-12 7.1869e-12
 2705.6106 3.1356e-12 1.1712e-13  3.9318e-12 7.1845e-12
 2706.6557 3.1328e-12 1.1699e-13  3.9323e-12 7.1821e-12
 2707.7008 3.1300e-12 1.1686e-13  3.9328e-12 7.1797e-12
 2708.7459 3.1272e-12 1.1673e-13  3.9334e-12 7.1773e-12
 2709.7910 3.1244e-12 1.1660e-13  3.9339e-12 7.1749e-12
 2710.8361 3.1217e-12 1.1647e-13  3.9344e-12 7.1725e-12
 2711.8812 3.1189e-12 1.1634e-13  3.9349e-12 7.1701e-12
 2712.9263 3.1161e-12 1.1621e-13  3.9354e-12 7.1677e-12
 2713.9714 3.1133e-12 1.1608e-13  3.9359e-12 7.1653e-12
 2715.0165 3.1106e-12 1.1596e-13  3.9364e-12 7.1629e-12
 2716.0616 3.1078e-12 1.1583e-13  3.9369e-12 7.1605e-12
 2717.1067 3.1051e-12 1.1570e-13  3.9374e-12 7.1581e-12
 2718.1518 3.1023e-12 1.1557e-13  3.9378e-12 7.1557e-12
 2719.1969 3.0995e-12 1.1545e-13  3.9383e-12 7.1533e-12
 2720.2420 3.0968e-12 1.1532e-13  3.9388e-12 7.1509e-12
 2721.2871 3.0940e-12 1.1519e-13  3.9393e-12 7.1485e-12
 2722.3322 3.0913e-12 1.1506e-13  3.9398e-12 7.1461e-12
 2723.3773 3.0886e-12 1.1494e-13  3.9402e-12 7.1437e-12
 2724.4224 3.0858e-12 1.1481e-13  3.9407e-12 7.1413e-12
 2725.4675 3.0831e-12 1.1468e-13  3.9412e-12 7.1389e-12
 2726.5127 3.0804e-12 1.1456e-13  3.9416e-12 7.1365e-12
 2727.5578 3.0776e-12 1.1443e-13  3.9421e-12 7.1341e-12
 2728.6029 3.0749e-12 1.1431e-13  3.9425e-12 7.1317e-12
 2729.6480 3.0722e-12 1.1418e-13  3.9430e-12 7.1293e-12
 2730.6931 3.0695e-12 1.1405e-13  3.9434e-12 7.1269e-12
 2731.7382 3.0667e-12 1.1393e-13  3.9439e-12 7.1245e-12
 2732.7833 3.0640e-12 1.1380e-13  3.9443e-12 7.1221e-12
 2733.8284 3.0613e-12 1.1368e-13  3.9448e-12 7.1197e-12
 2734.8735 3.0586e-12 1.1355e-13  3.9452e-12 7.1173e-12
 2735.9186 3.0559e-12 1.1343e-13  3.9456e-12 7.1149e-12
 2736.9637 3.0532e-12 1.1330e-13  3.9461e-12 7.1125e-12
 2738.0088 3.0505e-12 1.1318e-13  3.9465e-12 7.1101e-12
 2739.0539 3.0478e-12 1.1305e-13  3.9469e-12 7.1078e-12
 2740.0990 3.0451e-12 1.1293e-13  3.9473e-12 7.1054e-12
 2741.1441 3.0424e-12 1.1281e-13  3.9478e-12 7.1030e-12
 2742.1892 3.0397e-12 1.1268e-13  3.9482e-12 7.1006e-12
 2743.2343 3.0370e-12 1.1256e-13  3.9486e-12 7.0982e-12
 2744.2794 3.0343e-12 1.1244e-13  3.9490e-12 7.0958e-12
 2745.3245 3.0317e-12 1.1231e-13  3.9494e-12 7.0934e-12
 2746.3696 3.0290e-12 1.1219e-13  3.9498e-12 7.0910e-12
 2747.4147 3.0263e-12 1.1207e-13  3.9502e-12 7.0886e-12
 2748.4598 3.0236e-12 1.1194e-13  3.9506e-12 7.0862e-12
 2749.5050 3.0210e-12 1.1182e-13  3.9510e-12 7.0838e-12
 2750.5501 3.0183e-12 1.1170e-13  3.9514e-12 7.0814e-12
 2751.5952 3.0156e-12 1.1157e-13  3.9518e-12 7.0790e-12
 2752.6403 3.0130e-12 1.1145e-13  3.9521e-12 7.0766e-12
 2753.6854 3.0103e-12 1.1133e-13  3.9525e-12 7.0742e-12
 2754.7305 3.0077e-12 1.1121e-13  3.9529e-12 7.0718e-12
 2755.7756 3.0050e-12 1.1109e-13  3.9533e-12 7.0694e-12
 2756.8207 3.0023e-12 1.1097e-13  3.9537e-12 7.0670e-12
 2757.8658 2.9997e-12 1.1084e-13  3.9540e-12 7.0646e-12
 2758.9109 2.9971e-12 1.1072e-13  3.9544e-12 7.0622e-12
 2759.9560 2.9944e-12 1.1060e-13  3.9548e-12 7.0598e-12
 2761.0011 2.9918e-12 1.1048e-13  3.9551e-12 7.0574e-12
 2762.0462 2.9891e-12 1.1036e-13  3.9555e-12 7.0550e-12
 2763.0913 2.9865e-12 1.1024e-13  3.9558e-12 7.0526e-12
 2764.1364 2.9839e-12 1.1012e-13  3.9562e-12 7.0502e-12
 2765.1815 2.9812e-12 1.1000e-13  3.9565e-12 7.0478e-12
 2766.2266 2.9786e-12 1.0988e-13  3.9569e-12 7.0454e-12
 2767.2717 2.9760e-12 1.0976e-13  3.9572e-12 7.0430e-12
 2768.3168 2.9734e-12 1.0964e-13  3.9576e-12 7.0406e-12
 2769.3619 2.9708e-12 1.0952e-13  3.9579e-12 7.0382e-12
 2770.4070 2.9681e-12 1.0940e-13  3.9582e-12 7.0358e-12
 2771.4521 2.9655e-12 1.0928e-13  3.9586e-12 7.0334e-12
 2772.4972 2.9629e-12 1.0916e-13  3.9589e-12 7.0310e-12
 2773.5424 2.9603e-12 1.0904e-13  3.9592e-12 7.0286e-12
 2774.5875 2.9577e-12 1.0892e-13  3.9595e-12 7.0262e-12
 2775.6326 2.9551e-12 1.0880e-13  3.9599e-12 7.0238e-12
 2776.6777 2.9525e-12 1.0868e-13  3.9602e-12 7.0214e-12
 2777.7228 2.9499e-12 1.0857e-13  3.9605e-12 7.0190e-12
 2778.7679 2.9473e-12 1.0845e-13  3.9608e-12 7.0166e-12
 2779.8130 2.9447e-12 1.0833e-13  3.9611e-12 7.0142e-12
 2780.8581 2.9422e-12 1.0821e-13  3.9614e-12 7.0118e-12
 2781.9032 2.9396e-12 1.0809e-13  3.9617e-12 7.0094e-12
 2782.9483 2.9370e-12 1.0797e-13  3.9620e-12 7.0070e-12
 2783.9934 2.9344e-12 1.0786e-13  3.9623e-12 7.0046e-12
 2785.0385 2.9318e-12 1.0774e-13  3.9626e-12 7.0022e-12
 2786.0836 2.9293e-12 1.0762e-13  3.9629e-12 6.9998e-12
 2787.1287 2.9267e-12 1.0751e-13  3.9632e-12 6.9974e-12
 2788.1738 2.9241e-12 1.0739e-13  3.9635e-12 6.9950e-12
 2789.2189 2.9216e-12 1.0727e-13  3.9637e-12 6.9926e-12
 2790.2640 2.9190e-12 1.0715e-13  3.9640e-12 6.9902e-12
 2791.3091 2.9164e-12 1.0704e-13  3.9643e-12 6.9878e-12
 2792.3542 2.9139e-12 1.0692e-13  3.9646e-12 6.9854e-12
 2793.3993 2.9113e-12 1.0681e-13  3.9648e-12 6.9830e-12
 2794.4444 2.9088e-12 1.0669e-13  3.9651e-12 6.9806e-12
 2795.4895 2.9062e-12 1.0657e-13  3.9654e-12 6.9782e-12
 2796.5347 2.9037e-12 1.0646e-13  3.9656e-12 6.9758e-12
 2797.5798 2.9011e-12 1.0634e-13  3.9659e-12 6.9734e-12
 2798.6249 2.8986e-12 1.0623e-13  3.9661e-12 6.9710e-12
 2799.6700 2.8961e-12 1.0611e-13  3.9664e-12 6.9686e-12
 2800.7151 2.8935e-12 1.0600e-13  3.9666e-12 6.9662e-12
 2801.7602 2.8910e-12 1.0588e-13  3.9669e-12 6.9638e-12
 2802.8053 2.8885e-12 1.0577e-13  3.9671e-12 6.9613e-12
 2803.8504 2.8859e-12 1.0565e-13  3.9674e-12 6.9589e-12
 2804.8955 2.8834e-12 1.0554e-13  3.9676e-12 6.9565e-12
 2805.9406 2.8809e-12 1.0542e-13  3.9678e-12 6.9541e-12
 2806.9857 2.8784e-12 1.0531e-13  3.9681e-12 6.9517e-12
 2808.0308 2.8758e-12 1.0519e-13  3.9683e-12 6.9493e-12
 2809.0759 2.8733e-12 1.0508e-13  3.9685e-12 6.9469e-12
 2810.1210 2.8708e-12 1.0497e-13  3.9688e-12 6.9445e-12
 2811.1661 2.8683e-12 1.0485e-13  3.9690e-12 6.9421e-12
 2812.2112 2.8658e-12 1.0474e-13  3.9692e-12 6.9397e-12
 2813.2563 2.8633e-12 1.0463e-13  3.9694e-12 6.9373e-12
 2814.3014 2.8608e-12 1.0451e-13  3.9696e-12 6.9349e-12
 2815.3465 2.8583e-12 1.0440e-13  3.9698e-12 6.9325e-12
 2816.3916 2.8558e-12 1.0429e-13  3.9700e-12 6.9301e-12
 2817.4367 2.8533e-12 1.0417e-13  3.9703e-12 6.9277e-12
 2818.4818 2.8508e-12 1.0406e-13  3.9705e-12 6.9253e-12
 2819.5270 2.8483e-12 1.0395e-13  3.9707e-12 6.9229e-12
 2820.5721 2.8458e-12 1.0384e-13  3.9708e-12 6.9205e-12
 2821.6172 2.8433e-12 1.0372e-13  3.9710e-12 6.9181e-12
 2822.6623 2.8409e-12 1.0361e-13  3.9712e-12 6.9157e-12
 2823.7074 2.8384e-12 1.0350e-13  3.9714e-12 6.9133e-12
 2824.7525 2.8359e-12 1.0339e-13  3.9716e-12 6.9109e-12
 2825.7976 2.8334e-12 1.0328e-13  3.9718e-12 6.9085e-12
 2826.8427 2.8310e-12 1.0316e-13  3.9720e-12 6.9061e-12
 2827.8878 2.8285e-12 1.0305e-13  3.9721e-12 6.9037e-12
 2828.9329 2.8260e-12 1.0294e-13  3.9723e-12 6.9013e-12
 2829.9780 2.8236e-12 1.0283e-13  3.9725e-12 6.8989e-12
 2831.0231 2.8211e-12 1.0272e-13  3.9727e-12 6.8965e-12
 2832.0682 2.8187e-12 1.0261e-13  3.9728e-12 6.8941e-12
 2833.1133 2.8162e-12 1.0250e-13  3.9730e-12 6.8917e-12
 2834.1584 2.8137e-12 1.0239e-13  3.9732e-12 6.8893e-12
 2835.2035 2.8113e-12 1.0228e-13  3.9733e-12 6.8869e-12
 2836.2486 2.8089e-12 1.0217e-13  3.9735e-12 6.8845e-12
 2837.2937 2.8064e-12 1.0206e-13  3.9736e-12 6.8821e-12
