WAVELENGTH  FLUX_DISK    FLUX_WD    FLUX_SEC       FLUX
 5869.1419 3.5934e-13 9.4251e-15  1.5665e-12 1.9352e-12
 5870.1870 3.5913e-13 9.4192e-15  1.5658e-12 1.9344e-12
 5871.2321 3.5892e-13 9.4132e-15  1.5652e-12 1.9335e-12
 5872.2772 3.5872e-13 9.4073e-15  1.5645e-12 1.9327e-12
 5873.3223 3.5851e-13 9.4014e-15  1.5639e-12 1.9318e-12
 5874.3674 3.5830e-13 9.3955e-15  1.5632e-12 1.9309e-12
 5875.4125 3.5809e-13 9.3896e-15  1.5626e-12 1.9301e-12
 5876.4576 3.5789e-13 9.3837e-15  1.5619e-12 1.9292e-12
 5877.5028 3.5768e-13 9.3778e-15  1.5613e-12 1.9284e-12
 5878.5479 3.5748e-13 9.3719e-15  1.5607e-12 1.9275e-12
 5879.5930 3.5727e-13 9.3660e-15  1.5600e-12 1.9267e-12
 5880.6381 3.5706e-13 9.3601e-15  1.5594e-12 1.9258e-12
 5881.6832 3.5686e-13 9.3542e-15  1.5587e-12 1.9249e-12
 5882.7283 3.5665e-13 9.3483e-15  1.5581e-12 1.9241e-12
 5883.7734 3.5645e-13 9.3424e-15  1.5574e-12 1.9232e-12
 5884.8185 3.5624e-13 9.3366e-15  1.5568e-12 1.9224e-12
 5885.8636 3.5603e-13 9.3307e-15  1.5562e-12 1.9215e-12
 5886.9087 3.5583e-13 9.3249e-15  1.5555e-12 1.9207e-12
 5887.9538 3.5562e-13 9.3190e-15  1.5549e-12 1.9198e-12
 5888.9989 3.5542e-13 9.3131e-15  1.5542e-12 1.9190e-12
 5890.0440 3.5521e-13 9.3073e-15  1.5536e-12 1.9181e-12
 5891.0891 3.5501e-13 9.3015e-15  1.5530e-12 1.9173e-12
 5892.1342 3.5481e-13 9.2956e-15  1.5523e-12 1.9164e-12
 5893.1793 3.5460e-13 9.2898e-15  1.5517e-12 1.9156e-12
 5894.2244 3.5440e-13 9.2840e-15  1.5510e-12 1.9147e-12
 5895.2695 3.5419e-13 9.2781e-15  1.5504e-12 1.9139e-12
 5896.3146 3.5399e-13 9.2723e-15  1.5498e-12 1.9130e-12
 5897.3597 3.5378e-13 9.2665e-15  1.5491e-12 1.9122e-12
 5898.4048 3.5358e-13 9.2607e-15  1.5485e-12 1.9113e-12
 5899.4499 3.5338e-13 9.2549e-15  1.5478e-12 1.9105e-12
 5900.4950 3.5317e-13 9.2491e-15  1.5472e-12 1.9096e-12
 5901.5402 3.5297e-13 9.2433e-15  1.5466e-12 1.9088e-12
 5902.5853 3.5277e-13 9.2375e-15  1.5459e-12 1.9079e-12
 5903.6304 3.5256e-13 9.2317e-15  1.5453e-12 1.9071e-12
 5904.6755 3.5236e-13 9.2259e-15  1.5447e-12 1.9062e-12
 5905.7206 3.5216e-13 9.2202e-15  1.5440e-12 1.9054e-12
 5906.7657 3.5196e-13 9.2144e-15  1.5434e-12 1.9045e-12
 5907.8108 3.5175e-13 9.2086e-15  1.5427e-12 1.9037e-12
 5908.8559 3.5155e-13 9.2029e-15  1.5421e-12 1.9029e-12
 5909.9010 3.5135e-13 9.1971e-15  1.5415e-12 1.9020e-12
 5910.9461 3.5115e-13 9.1913e-15  1.5408e-12 1.9012e-12
 5911.9912 3.5095e-13 9.1856e-15  1.5402e-12 1.9003e-12
 5913.0363 3.5074e-13 9.1798e-15  1.5396e-12 1.8995e-12
 5914.0814 3.5054e-13 9.1741e-15  1.5389e-12 1.8986e-12
 5915.1265 3.5034e-13 9.1684e-15  1.5383e-12 1.8978e-12
 5916.1716 3.5014e-13 9.1626e-15  1.5377e-12 1.8970e-12
 5917.2167 3.4994e-13 9.1569e-15  1.5370e-12 1.8961e-12
 5918.2618 3.4974e-13 9.1512e-15  1.5364e-12 1.8953e-12
 5919.3069 3.4954e-13 9.1455e-15  1.5358e-12 1.8944e-12
 5920.3520 3.4934e-13 9.1397e-15  1.5351e-12 1.8936e-12
 5921.3971 3.4914e-13 9.1340e-15  1.5345e-12 1.8928e-12
 5922.4422 3.4894e-13 9.1283e-15  1.5339e-12 1.8919e-12
 5923.4873 3.4874e-13 9.1226e-15  1.5332e-12 1.8911e-12
 5924.5325 3.4854e-13 9.1169e-15  1.5326e-12 1.8903e-12
 5925.5776 3.4834e-13 9.1112e-15  1.5320e-12 1.8894e-12
 5926.6227 3.4814e-13 9.1056e-15  1.5313e-12 1.8886e-12
 5927.6678 3.4794e-13 9.0999e-15  1.5307e-12 1.8877e-12
 5928.7129 3.4774e-13 9.0942e-15  1.5301e-12 1.8869e-12
 5929.7580 3.4754e-13 9.0885e-15  1.5294e-12 1.8861e-12
 5930.8031 3.4734e-13 9.0828e-15  1.5288e-12 1.8852e-12
 5931.8482 3.4714e-13 9.0772e-15  1.5282e-12 1.8844e-12
 5932.8933 3.4694e-13 9.0715e-15  1.5276e-12 1.8836e-12
 5933.9384 3.4674e-13 9.0659e-15  1.5269e-12 1.8827e-12
 5934.9835 3.4654e-13 9.0602e-15  1.5263e-12 1.8819e-12
 5936.0286 3.4634e-13 9.0546e-15  1.5257e-12 1.8811e-12
 5937.0737 3.4614e-13 9.0489e-15  1.5250e-12 1.8802e-12
 5938.1188 3.4595e-13 9.0433e-15  1.5244e-12 1.8794e-12
 5939.1639 3.4575e-13 9.0376e-15  1.5238e-12 1.8786e-12
 5940.2090 3.4555e-13 9.0320e-15  1.5232e-12 1.8777e-12
 5941.2541 3.4535e-13 9.0264e-15  1.5225e-12 1.8769e-12
 5942.2992 3.4515e-13 9.0208e-15  1.5219e-12 1.8761e-12
 5943.3443 3.4496e-13 9.0151e-15  1.5213e-12 1.8752e-12
 5944.3894 3.4476e-13 9.0095e-15  1.5206e-12 1.8744e-12
 5945.4345 3.4456e-13 9.0039e-15  1.5200e-12 1.8736e-12
 5946.4796 3.4436e-13 8.9983e-15  1.5194e-12 1.8728e-12
 5947.5248 3.4417e-13 8.9927e-15  1.5188e-12 1.8719e-12
 5948.5699 3.4397e-13 8.9871e-15  1.5181e-12 1.8711e-12
 5949.6150 3.4377e-13 8.9815e-15  1.5175e-12 1.8703e-12
 5950.6601 3.4358e-13 8.9759e-15  1.5169e-12 1.8694e-12
 5951.7052 3.4338e-13 8.9703e-15  1.5163e-12 1.8686e-12
 5952.7503 3.4318e-13 8.9648e-15  1.5156e-12 1.8678e-12
 5953.7954 3.4299e-13 8.9592e-15  1.5150e-12 1.8670e-12
 5954.8405 3.4279e-13 8.9536e-15  1.5144e-12 1.8661e-12
 5955.8856 3.4260e-13 8.9480e-15  1.5138e-12 1.8653e-12
 5956.9307 3.4240e-13 8.9425e-15  1.5131e-12 1.8645e-12
 5957.9758 3.4220e-13 8.9369e-15  1.5125e-12 1.8637e-12
 5959.0209 3.4201e-13 8.9314e-15  1.5119e-12 1.8628e-12
 5960.0660 3.4181e-13 8.9258e-15  1.5113e-12 1.8620e-12
 5961.1111 3.4162e-13 8.9203e-15  1.5107e-12 1.8612e-12
 5962.1562 3.4142e-13 8.9147e-15  1.5100e-12 1.8604e-12
 5963.2013 3.4123e-13 8.9092e-15  1.5094e-12 1.8596e-12
 5964.2464 3.4103e-13 8.9037e-15  1.5088e-12 1.8587e-12
 5965.2915 3.4084e-13 8.8981e-15  1.5082e-12 1.8579e-12
 5966.3366 3.4064e-13 8.8926e-15  1.5075e-12 1.8571e-12
 5967.3817 3.4045e-13 8.8871e-15  1.5069e-12 1.8563e-12
 5968.4268 3.4026e-13 8.8816e-15  1.5063e-12 1.8554e-12
 5969.4719 3.4006e-13 8.8761e-15  1.5057e-12 1.8546e-12
 5970.5171 3.3987e-13 8.8706e-15  1.5051e-12 1.8538e-12
 5971.5622 3.3967e-13 8.8651e-15  1.5044e-12 1.8530e-12
 5972.6073 3.3948e-13 8.8596e-15  1.5038e-12 1.8522e-12
 5973.6524 3.3929e-13 8.8541e-15  1.5032e-12 1.8513e-12
 5974.6975 3.3909e-13 8.8486e-15  1.5026e-12 1.8505e-12
 5975.7426 3.3890e-13 8.8431e-15  1.5020e-12 1.8497e-12
 5976.7877 3.3871e-13 8.8376e-15  1.5014e-12 1.8489e-12
 5977.8328 3.3851e-13 8.8321e-15  1.5007e-12 1.8481e-12
 5978.8779 3.3832e-13 8.8267e-15  1.5001e-12 1.8473e-12
 5979.9230 3.3813e-13 8.8212e-15  1.4995e-12 1.8464e-12
 5980.9681 3.3793e-13 8.8157e-15  1.4989e-12 1.8456e-12
 5982.0132 3.3774e-13 8.8103e-15  1.4983e-12 1.8448e-12
 5983.0583 3.3755e-13 8.8048e-15  1.4977e-12 1.8440e-12
 5984.1034 3.3736e-13 8.7994e-15  1.4970e-12 1.8432e-12
 5985.1485 3.3716e-13 8.7939e-15  1.4964e-12 1.8424e-12
 5986.1936 3.3697e-13 8.7885e-15  1.4958e-12 1.8416e-12
 5987.2387 3.3678e-13 8.7830e-15  1.4952e-12 1.8408e-12
 5988.2838 3.3659e-13 8.7776e-15  1.4946e-12 1.8399e-12
 5989.3289 3.3640e-13 8.7722e-15  1.4940e-12 1.8391e-12
 5990.3740 3.3621e-13 8.7667e-15  1.4933e-12 1.8383e-12
 5991.4191 3.3601e-13 8.7613e-15  1.4927e-12 1.8375e-12
 5992.4642 3.3582e-13 8.7559e-15  1.4921e-12 1.8367e-12
 5993.5094 3.3563e-13 8.7505e-15  1.4915e-12 1.8359e-12
 5994.5545 3.3544e-13 8.7451e-15  1.4909e-12 1.8351e-12
 5995.5996 3.3525e-13 8.7397e-15  1.4903e-12 1.8343e-12
 5996.6447 3.3506e-13 8.7343e-15  1.4897e-12 1.8335e-12
 5997.6898 3.3487e-13 8.7289e-15  1.4890e-12 1.8326e-12
 5998.7349 3.3468e-13 8.7235e-15  1.4884e-12 1.8318e-12
 5999.7800 3.3449e-13 8.7181e-15  1.4878e-12 1.8310e-12
 6000.8251 3.3430e-13 8.7127e-15  1.4872e-12 1.8302e-12
 6001.8702 3.3411e-13 8.7073e-15  1.4866e-12 1.8294e-12
 6002.9153 3.3392e-13 8.7019e-15  1.4860e-12 1.8286e-12
 6003.9604 3.3373e-13 8.6966e-15  1.4854e-12 1.8278e-12
 6005.0055 3.3354e-13 8.6912e-15  1.4848e-12 1.8270e-12
 6006.0506 3.3335e-13 8.6858e-15  1.4842e-12 1.8262e-12
 6007.0957 3.3316e-13 8.6805e-15  1.4835e-12 1.8254e-12
 6008.1408 3.3297e-13 8.6751e-15  1.4829e-12 1.8246e-12
 6009.1859 3.3278e-13 8.6698e-15  1.4823e-12 1.8238e-12
 6010.2310 3.3259e-13 8.6644e-15  1.4817e-12 1.8230e-12
 6011.2761 3.3240e-13 8.6591e-15  1.4811e-12 1.8222e-12
 6012.3212 3.3221e-13 8.6537e-15  1.4805e-12 1.8214e-12
 6013.3663 3.3202e-13 8.6484e-15  1.4799e-12 1.8206e-12
 6014.4114 3.3184e-13 8.6431e-15  1.4793e-12 1.8198e-12
 6015.4565 3.3165e-13 8.6377e-15  1.4787e-12 1.8190e-12
 6016.5017 3.3146e-13 8.6324e-15  1.4781e-12 1.8182e-12
 6017.5468 3.3127e-13 8.6271e-15  1.4775e-12 1.8174e-12
 6018.5919 3.3108e-13 8.6218e-15  1.4768e-12 1.8166e-12
 6019.6370 3.3090e-13 8.6165e-15  1.4762e-12 1.8158e-12
 6020.6821 3.3071e-13 8.6112e-15  1.4756e-12 1.8150e-12
 6021.7272 3.3052e-13 8.6059e-15  1.4750e-12 1.8142e-12
 6022.7723 3.3033e-13 8.6006e-15  1.4744e-12 1.8134e-12
 6023.8174 3.3015e-13 8.5953e-15  1.4738e-12 1.8126e-12
 6024.8625 3.2996e-13 8.5900e-15  1.4732e-12 1.8118e-12
 6025.9076 3.2977e-13 8.5847e-15  1.4726e-12 1.8110e-12
 6026.9527 3.2958e-13 8.5794e-15  1.4720e-12 1.8102e-12
 6027.9978 3.2940e-13 8.5741e-15  1.4714e-12 1.8094e-12
 6029.0429 3.2921e-13 8.5688e-15  1.4708e-12 1.8086e-12
 6030.0880 3.2902e-13 8.5636e-15  1.4702e-12 1.8078e-12
 6031.1331 3.2884e-13 8.5583e-15  1.4696e-12 1.8070e-12
 6032.1782 3.2865e-13 8.5530e-15  1.4690e-12 1.8062e-12
 6033.2233 3.2847e-13 8.5478e-15  1.4684e-12 1.8054e-12
 6034.2684 3.2828e-13 8.5425e-15  1.4678e-12 1.8046e-12
 6035.3135 3.2809e-13 8.5373e-15  1.4672e-12 1.8038e-12
 6036.3586 3.2791e-13 8.5320e-15  1.4666e-12 1.8030e-12
 6037.4037 3.2772e-13 8.5268e-15  1.4660e-12 1.8022e-12
 6038.4488 3.2754e-13 8.5215e-15  1.4654e-12 1.8014e-12
 6039.4939 3.2735e-13 8.5163e-15  1.4648e-12 1.8006e-12
 6040.5391 3.2717e-13 8.5111e-15  1.4642e-12 1.7998e-12
 6041.5842 3.2698e-13 8.5059e-15  1.4635e-12 1.7990e-12
 6042.6293 3.2680e-13 8.5006e-15  1.4629e-12 1.7982e-12
 6043.6744 3.2661e-13 8.4954e-15  1.4623e-12 1.7975e-12
 6044.7195 3.2643e-13 8.4902e-15  1.4617e-12 1.7967e-12
 6045.7646 3.2624e-13 8.4850e-15  1.4611e-12 1.7959e-12
 6046.8097 3.2606e-13 8.4798e-15  1.4605e-12 1.7951e-12
 6047.8548 3.2587e-13 8.4746e-15  1.4599e-12 1.7943e-12
 6048.8999 3.2569e-13 8.4694e-15  1.4593e-12 1.7935e-12
 6049.9450 3.2550e-13 8.4642e-15  1.4587e-12 1.7927e-12
 6050.9901 3.2532e-13 8.4590e-15  1.4581e-12 1.7919e-12
 6052.0352 3.2514e-13 8.4538e-15  1.4575e-12 1.7911e-12
 6053.0803 3.2495e-13 8.4486e-15  1.4569e-12 1.7903e-12
 6054.1254 3.2477e-13 8.4434e-15  1.4563e-12 1.7896e-12
 6055.1705 3.2459e-13 8.4383e-15  1.4558e-12 1.7888e-12
 6056.2156 3.2440e-13 8.4331e-15  1.4552e-12 1.7880e-12
 6057.2607 3.2422e-13 8.4279e-15  1.4546e-12 1.7872e-12
 6058.3058 3.2404e-13 8.4228e-15  1.4540e-12 1.7864e-12
 6059.3509 3.2385e-13 8.4176e-15  1.4534e-12 1.7856e-12
 6060.3960 3.2367e-13 8.4124e-15  1.4528e-12 1.7848e-12
 6061.4411 3.2349e-13 8.4073e-15  1.4522e-12 1.7841e-12
 6062.4862 3.2331e-13 8.4021e-15  1.4516e-12 1.7833e-12
 6063.5314 3.2312e-13 8.3970e-15  1.4510e-12 1.7825e-12
 6064.5765 3.2294e-13 8.3919e-15  1.4504e-12 1.7817e-12
 6065.6216 3.2276e-13 8.3867e-15  1.4498e-12 1.7809e-12
 6066.6667 3.2258e-13 8.3816e-15  1.4492e-12 1.7801e-12
 6067.7118 3.2239e-13 8.3765e-15  1.4486e-12 1.7794e-12
 6068.7569 3.2221e-13 8.3713e-15  1.4480e-12 1.7786e-12
 6069.8020 3.2203e-13 8.3662e-15  1.4474e-12 1.7778e-12
 6070.8471 3.2185e-13 8.3611e-15  1.4468e-12 1.7770e-12
 6071.8922 3.2167e-13 8.3560e-15  1.4462e-12 1.7762e-12
 6072.9373 3.2149e-13 8.3509e-15  1.4456e-12 1.7755e-12
 6073.9824 3.2130e-13 8.3458e-15  1.4450e-12 1.7747e-12
 6075.0275 3.2112e-13 8.3407e-15  1.4444e-12 1.7739e-12
 6076.0726 3.2094e-13 8.3356e-15  1.4438e-12 1.7731e-12
 6077.1177 3.2076e-13 8.3305e-15  1.4432e-12 1.7723e-12
 6078.1628 3.2058e-13 8.3254e-15  1.4427e-12 1.7716e-12
 6079.2079 3.2040e-13 8.3203e-15  1.4421e-12 1.7708e-12
 6080.2530 3.2022e-13 8.3152e-15  1.4415e-12 1.7700e-12
 6081.2981 3.2004e-13 8.3101e-15  1.4409e-12 1.7692e-12
 6082.3432 3.1986e-13 8.3051e-15  1.4403e-12 1.7685e-12
 6083.3883 3.1968e-13 8.3000e-15  1.4397e-12 1.7677e-12
 6084.4334 3.1950e-13 8.2949e-15  1.4391e-12 1.7669e-12
 6085.4785 3.1932e-13 8.2899e-15  1.4385e-12 1.7661e-12
 6086.5237 3.1914e-13 8.2848e-15  1.4379e-12 1.7654e-12
 6087.5688 3.1896e-13 8.2798e-15  1.4373e-12 1.7646e-12
 6088.6139 3.1878e-13 8.2747e-15  1.4367e-12 1.7638e-12
 6089.6590 3.1860e-13 8.2697e-15  1.4362e-12 1.7630e-12
 6090.7041 3.1842e-13 8.2646e-15  1.4356e-12 1.7623e-12
 6091.7492 3.1824e-13 8.2596e-15  1.4350e-12 1.7615e-12
 6092.7943 3.1806e-13 8.2545e-15  1.4344e-12 1.7607e-12
 6093.8394 3.1789e-13 8.2495e-15  1.4338e-12 1.7599e-12
 6094.8845 3.1771e-13 8.2445e-15  1.4332e-12 1.7592e-12
 6095.9296 3.1753e-13 8.2395e-15  1.4326e-12 1.7584e-12
 6096.9747 3.1735e-13 8.2344e-15  1.4320e-12 1.7576e-12
 6098.0198 3.1717e-13 8.2294e-15  1.4314e-12 1.7568e-12
 6099.0649 3.1699e-13 8.2244e-15  1.4309e-12 1.7561e-12
 6100.1100 3.1681e-13 8.2194e-15  1.4303e-12 1.7553e-12
 6101.1551 3.1664e-13 8.2144e-15  1.4297e-12 1.7545e-12
 6102.2002 3.1646e-13 8.2094e-15  1.4291e-12 1.7538e-12
 6103.2453 3.1628e-13 8.2044e-15  1.4285e-12 1.7530e-12
 6104.2904 3.1610e-13 8.1994e-15  1.4279e-12 1.7522e-12
 6105.3355 3.1593e-13 8.1944e-15  1.4273e-12 1.7515e-12
 6106.3806 3.1575e-13 8.1894e-15  1.4268e-12 1.7507e-12
 6107.4257 3.1557e-13 8.1844e-15  1.4262e-12 1.7499e-12
 6108.4708 3.1539e-13 8.1795e-15  1.4256e-12 1.7492e-12
 6109.5160 3.1522e-13 8.1745e-15  1.4250e-12 1.7484e-12
 6110.5611 3.1504e-13 8.1695e-15  1.4244e-12 1.7476e-12
 6111.6062 3.1486e-13 8.1645e-15  1.4238e-12 1.7469e-12
 6112.6513 3.1469e-13 8.1596e-15  1.4233e-12 1.7461e-12
 6113.6964 3.1451e-13 8.1546e-15  1.4227e-12 1.7453e-12
 6114.7415 3.1433e-13 8.1497e-15  1.4221e-12 1.7446e-12
 6115.7866 3.1416e-13 8.1447e-15  1.4215e-12 1.7438e-12
 6116.8317 3.1398e-13 8.1398e-15  1.4209e-12 1.7430e-12
 6117.8768 3.1381e-13 8.1348e-15  1.4203e-12 1.7423e-12
 6118.9219 3.1363e-13 8.1299e-15  1.4198e-12 1.7415e-12
 6119.9670 3.1345e-13 8.1249e-15  1.4192e-12 1.7407e-12
 6121.0121 3.1328e-13 8.1200e-15  1.4186e-12 1.7400e-12
 6122.0572 3.1310e-13 8.1151e-15  1.4180e-12 1.7392e-12
 6123.1023 3.1293e-13 8.1101e-15  1.4174e-12 1.7385e-12
 6124.1474 3.1275e-13 8.1052e-15  1.4168e-12 1.7377e-12
 6125.1925 3.1258e-13 8.1003e-15  1.4163e-12 1.7369e-12
 6126.2376 3.1240e-13 8.0954e-15  1.4157e-12 1.7362e-12
 6127.2827 3.1223e-13 8.0905e-15  1.4151e-12 1.7354e-12
 6128.3278 3.1205e-13 8.0856e-15  1.4145e-12 1.7347e-12
 6129.3729 3.1188e-13 8.0807e-15  1.4139e-12 1.7339e-12
 6130.4180 3.1170e-13 8.0758e-15  1.4134e-12 1.7331e-12
 6131.4631 3.1153e-13 8.0709e-15  1.4128e-12 1.7324e-12
 6132.5083 3.1135e-13 8.0660e-15  1.4122e-12 1.7316e-12
 6133.5534 3.1118e-13 8.0611e-15  1.4116e-12 1.7309e-12
 6134.5985 3.1100e-13 8.0562e-15  1.4110e-12 1.7301e-12
 6135.6436 3.1083e-13 8.0513e-15  1.4105e-12 1.7294e-12
 6136.6887 3.1066e-13 8.0464e-15  1.4099e-12 1.7286e-12
 6137.7338 3.1048e-13 8.0416e-15  1.4093e-12 1.7278e-12
 6138.7789 3.1031e-13 8.0367e-15  1.4087e-12 1.7271e-12
 6139.8240 3.1014e-13 8.0318e-15  1.4082e-12 1.7263e-12
 6140.8691 3.0996e-13 8.0270e-15  1.4076e-12 1.7256e-12
 6141.9142 3.0979e-13 8.0221e-15  1.4070e-12 1.7248e-12
 6142.9593 3.0962e-13 8.0172e-15  1.4064e-12 1.7241e-12
 6144.0044 3.0944e-13 8.0124e-15  1.4059e-12 1.7233e-12
 6145.0495 3.0927e-13 8.0075e-15  1.4053e-12 1.7226e-12
 6146.0946 3.0910e-13 8.0027e-15  1.4047e-12 1.7218e-12
 6147.1397 3.0892e-13 7.9978e-15  1.4041e-12 1.7210e-12
 6148.1848 3.0875e-13 7.9930e-15  1.4036e-12 1.7203e-12
 6149.2299 3.0858e-13 7.9882e-15  1.4030e-12 1.7195e-12
 6150.2750 3.0841e-13 7.9833e-15  1.4024e-12 1.7188e-12
 6151.3201 3.0823e-13 7.9785e-15  1.4018e-12 1.7180e-12
 6152.3652 3.0806e-13 7.9737e-15  1.4013e-12 1.7173e-12
 6153.4103 3.0789e-13 7.9689e-15  1.4007e-12 1.7165e-12
 6154.4554 3.0772e-13 7.9641e-15  1.4001e-12 1.7158e-12
 6155.5006 3.0755e-13 7.9592e-15  1.3995e-12 1.7150e-12
 6156.5457 3.0737e-13 7.9544e-15  1.3990e-12 1.7143e-12
 6157.5908 3.0720e-13 7.9496e-15  1.3984e-12 1.7135e-12
 6158.6359 3.0703e-13 7.9448e-15  1.3978e-12 1.7128e-12
 6159.6810 3.0686e-13 7.9400e-15  1.3972e-12 1.7120e-12
 6160.7261 3.0669e-13 7.9352e-15  1.3967e-12 1.7113e-12
 6161.7712 3.0652e-13 7.9304e-15  1.3961e-12 1.7105e-12
 6162.8163 3.0635e-13 7.9257e-15  1.3955e-12 1.7098e-12
 6163.8614 3.0618e-13 7.9209e-15  1.3950e-12 1.7090e-12
 6164.9065 3.0601e-13 7.9161e-15  1.3944e-12 1.7083e-12
 6165.9516 3.0583e-13 7.9113e-15  1.3938e-12 1.7076e-12
 6166.9967 3.0566e-13 7.9065e-15  1.3932e-12 1.7068e-12
 6168.0418 3.0549e-13 7.9018e-15  1.3927e-12 1.7061e-12
 6169.0869 3.0532e-13 7.8970e-15  1.3921e-12 1.7053e-12
 6170.1320 3.0515e-13 7.8922e-15  1.3915e-12 1.7046e-12
 6171.1771 3.0498e-13 7.8875e-15  1.3910e-12 1.7038e-12
 6172.2222 3.0481e-13 7.8827e-15  1.3904e-12 1.7031e-12
 6173.2673 3.0464e-13 7.8780e-15  1.3898e-12 1.7023e-12
 6174.3124 3.0447e-13 7.8732e-15  1.3893e-12 1.7016e-12
 6175.3575 3.0430e-13 7.8685e-15  1.3887e-12 1.7009e-12
 6176.4026 3.0414e-13 7.8637e-15  1.3881e-12 1.7001e-12
 6177.4477 3.0397e-13 7.8590e-15  1.3875e-12 1.6994e-12
 6178.4928 3.0380e-13 7.8543e-15  1.3870e-12 1.6986e-12
 6179.5380 3.0363e-13 7.8495e-15  1.3864e-12 1.6979e-12
 6180.5831 3.0346e-13 7.8448e-15  1.3858e-12 1.6971e-12
 6181.6282 3.0329e-13 7.8401e-15  1.3853e-12 1.6964e-12
 6182.6733 3.0312e-13 7.8354e-15  1.3847e-12 1.6957e-12
 6183.7184 3.0295e-13 7.8306e-15  1.3841e-12 1.6949e-12
 6184.7635 3.0278e-13 7.8259e-15  1.3836e-12 1.6942e-12
 6185.8086 3.0262e-13 7.8212e-15  1.3830e-12 1.6934e-12
 6186.8537 3.0245e-13 7.8165e-15  1.3824e-12 1.6927e-12
 6187.8988 3.0228e-13 7.8118e-15  1.3819e-12 1.6920e-12
 6188.9439 3.0211e-13 7.8071e-15  1.3813e-12 1.6912e-12
 6189.9890 3.0194e-13 7.8024e-15  1.3808e-12 1.6905e-12
 6191.0341 3.0177e-13 7.7977e-15  1.3802e-12 1.6898e-12
 6192.0792 3.0161e-13 7.7930e-15  1.3796e-12 1.6890e-12
 6193.1243 3.0144e-13 7.7884e-15  1.3791e-12 1.6883e-12
 6194.1694 3.0127e-13 7.7837e-15  1.3785e-12 1.6875e-12
 6195.2145 3.0110e-13 7.7790e-15  1.3779e-12 1.6868e-12
 6196.2596 3.0094e-13 7.7743e-15  1.3774e-12 1.6861e-12
 6197.3047 3.0077e-13 7.7696e-15  1.3768e-12 1.6853e-12
 6198.3498 3.0060e-13 7.7650e-15  1.3762e-12 1.6846e-12
 6199.3949 3.0044e-13 7.7603e-15  1.3757e-12 1.6839e-12
 6200.4400 3.0027e-13 7.7557e-15  1.3751e-12 1.6831e-12
 6201.4851 3.0010e-13 7.7510e-15  1.3746e-12 1.6824e-12
 6202.5303 2.9994e-13 7.7463e-15  1.3740e-12 1.6817e-12
 6203.5754 2.9977e-13 7.7417e-15  1.3734e-12 1.6809e-12
 6204.6205 2.9960e-13 7.7370e-15  1.3729e-12 1.6802e-12
 6205.6656 2.9944e-13 7.7324e-15  1.3723e-12 1.6795e-12
 6206.7107 2.9927e-13 7.7278e-15  1.3717e-12 1.6787e-12
 6207.7558 2.9910e-13 7.7231e-15  1.3712e-12 1.6780e-12
 6208.8009 2.9894e-13 7.7185e-15  1.3706e-12 1.6773e-12
 6209.8460 2.9877e-13 7.7139e-15  1.3701e-12 1.6765e-12
 6210.8911 2.9861e-13 7.7092e-15  1.3695e-12 1.6758e-12
 6211.9362 2.9844e-13 7.7046e-15  1.3689e-12 1.6751e-12
 6212.9813 2.9828e-13 7.7000e-15  1.3684e-12 1.6744e-12
 6214.0264 2.9811e-13 7.6954e-15  1.3678e-12 1.6736e-12
 6215.0715 2.9795e-13 7.6908e-15  1.3673e-12 1.6729e-12
 6216.1166 2.9778e-13 7.6862e-15  1.3667e-12 1.6722e-12
 6217.1617 2.9762e-13 7.6816e-15  1.3661e-12 1.6714e-12
 6218.2068 2.9745e-13 7.6770e-15  1.3656e-12 1.6707e-12
 6219.2519 2.9729e-13 7.6724e-15  1.3650e-12 1.6700e-12
 6220.2970 2.9712e-13 7.6678e-15  1.3645e-12 1.6693e-12
 6221.3421 2.9696e-13 7.6632e-15  1.3639e-12 1.6685e-12
 6222.3872 2.9679e-13 7.6586e-15  1.3634e-12 1.6678e-12
 6223.4323 2.9663e-13 7.6540e-15  1.3628e-12 1.6671e-12
 6224.4774 2.9646e-13 7.6494e-15  1.3622e-12 1.6664e-12
 6225.5226 2.9630e-13 7.6448e-15  1.3617e-12 1.6656e-12
 6226.5677 2.9613e-13 7.6403e-15  1.3611e-12 1.6649e-12
 6227.6128 2.9597e-13 7.6357e-15  1.3606e-12 1.6642e-12
 6228.6579 2.9581e-13 7.6311e-15  1.3600e-12 1.6635e-12
 6229.7030 2.9564e-13 7.6266e-15  1.3595e-12 1.6627e-12
 6230.7481 2.9548e-13 7.6220e-15  1.3589e-12 1.6620e-12
 6231.7932 2.9532e-13 7.6174e-15  1.3584e-12 1.6613e-12
 6232.8383 2.9515e-13 7.6129e-15  1.3578e-12 1.6606e-12
 6233.8834 2.9499e-13 7.6083e-15  1.3572e-12 1.6598e-12
 6234.9285 2.9483e-13 7.6038e-15  1.3567e-12 1.6591e-12
 6235.9736 2.9466e-13 7.5992e-15  1.3561e-12 1.6584e-12
 6237.0187 2.9450e-13 7.5947e-15  1.3556e-12 1.6577e-12
 6238.0638 2.9434e-13 7.5902e-15  1.3550e-12 1.6570e-12
 6239.1089 2.9418e-13 7.5856e-15  1.3545e-12 1.6562e-12
 6240.1540 2.9401e-13 7.5811e-15  1.3539e-12 1.6555e-12
 6241.1991 2.9385e-13 7.5766e-15  1.3534e-12 1.6548e-12
